embed_dim,hidden_dims,lr,config,metric,mean,sd,ci
256,1,0.001,embeddim256_hiddendims1_lr1e-3,rmse,0.7430909240245819,0.013337916290207048,0.0037905938685421155
256,1,0.001,embeddim256_hiddendims1_lr1e-3,time,75.25574033640325,10.840837085468767,3.080931810631717
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,best_epoch,191.72,39.61654982968815,11.258898887187264
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,loss,0.30596982732415196,0.0371977305491397,0.01057147805364295
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,mae,0.4959415227174759,0.010298738727188025,0.0029268691618389337
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,mse,0.5607663977146149,0.022480190122404188,0.006388799343733437
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,num_epochs,217.92,36.33901596951481,10.327434070345225
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,r2,0.8532935285568237,0.004859322764806014,0.0013810042495966894
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,rmse,0.7486967265605926,0.014969546715251749,0.0042542981046709795
256,2,0.0005,embeddim256_hiddendims2_lr5e-4,time,152.42119842048734,25.228731012304774,7.169926021844621
256,2,0.001,embeddim256_hiddendims2_lr1e-3,best_epoch,136.46,26.00094974717466,7.389388158049532
256,2,0.001,embeddim256_hiddendims2_lr1e-3,loss,0.2500160492956638,0.02637992187874228,0.007497090846161563
256,2,0.001,embeddim256_hiddendims2_lr1e-3,mae,0.4942379206418991,0.009538519408431806,0.002710817221961307
256,2,0.001,embeddim256_hiddendims2_lr1e-3,mse,0.5566038155555725,0.020553884060427907,0.005841349218197424
256,2,0.001,embeddim256_hiddendims2_lr1e-3,num_epochs,165.72,26.94744696551389,7.658379691236996
256,2,0.001,embeddim256_hiddendims2_lr1e-3,r2,0.8543759047985077,0.004489554614119122,0.001275917303909005
256,2,0.001,embeddim256_hiddendims2_lr1e-3,rmse,0.7459344863891602,0.0137601200854292,0.003910582859522611
256,2,0.001,embeddim256_hiddendims2_lr1e-3,time,116.3263563216105,18.899384485137663,5.371145641480908
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,best_epoch,135.04,19.333760258012035,5.494593870235334
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,loss,0.37000471144914626,0.03407931854145831,0.009685235166919775
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,mae,0.5017297714948654,0.00935517418249482,0.002658711085279859
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,mse,0.5728005254268647,0.020734354542385685,0.005892638361679613
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,num_epochs,164.14,19.946878432067347,5.668840127349136
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,r2,0.8501382184028625,0.004492583318651702,0.0012767780522133848
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,rmse,0.756714174747467,0.013708991815188205,0.0038960523658931943
256,3,0.0005,embeddim256_hiddendims3_lr5e-4,time,161.36500288214535,19.59370571715702,5.568469552324732
256,3,0.001,embeddim256_hiddendims3_lr1e-3,best_epoch,124.96,16.975324228216124,4.8243337666795
256,3,0.001,embeddim256_hiddendims3_lr1e-3,loss,0.26410200506448744,0.025684937274945113,0.0072995784071444615
256,3,0.001,embeddim256_hiddendims3_lr1e-3,mae,0.4981834453344345,0.009414579537283158,0.0026755939003103167
256,3,0.001,embeddim256_hiddendims3_lr1e-3,mse,0.5658514475822449,0.020698062315032136,0.005882324224786804
256,3,0.001,embeddim256_hiddendims3_lr1e-3,num_epochs,156.16,11.966552024160467,3.4008564563924644
256,3,0.001,embeddim256_hiddendims3_lr1e-3,r2,0.8519557201862336,0.004517060504309898,0.0012837343914088334
256,3,0.001,embeddim256_hiddendims3_lr1e-3,rmse,0.7521086668968201,0.013702365318642325,0.0038941691364118994
256,3,0.001,embeddim256_hiddendims3_lr1e-3,time,153.8183955584094,11.57267810224952,3.288918726323604
