label,global,basal,her2,lumA,lumB,norm
path:hsa05131,0.0019121406,0.0016781015,0.0017029238,0.0019473161,0.0016641568,0.0027529018
path:hsa05014,0.0019106102,0.0017567141,0.0016848972,0.001921733,0.0016487727,0.002770781
path:hsa04666,0.0019071143,0.0016609379,0.0017259363,0.0019246395,0.0016692095,0.0028192177
path:hsa05162,0.0019001286,0.0016782406,0.0016260283,0.0019408051,0.001629127,0.002781534
path:hsa05164,0.001898351,0.0017575696,0.0015961259,0.0019043142,0.0016655466,0.002763576
path:hsa03250,0.0018982741,0.0017235886,0.0017442792,0.0019041799,0.0016429088,0.0027570506
path:hsa00620,0.0018905592,0.001647042,0.0015972727,0.0019432167,0.0016127983,0.0027755667
path:hsa00051,0.0018901629,0.0016810466,0.0015913183,0.0018863128,0.0016319249,0.0029686717
path:hsa04660,0.0018888889,0.001628215,0.001656048,0.0019394975,0.0016188961,0.002755914
path:hsa00052,0.0018847985,0.0016193378,0.0016620042,0.0019059563,0.0016595625,0.0028189297
path:hsa03015,0.0018835487,0.0016424722,0.0016668186,0.0019289687,0.0016063597,0.0027442705
